,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Colour,Seats,No. of Doors,Price,Mileage_value,Mileage_unit,Engine_value,Engine_unit,Power_value,Power_unit,Company_Name,Model_Name
2757,Maruti Alto,Hyderabad,2012.0,92000.0,CNG,Manual,Second,Black/Silver,5.0,4.0,2.1,26.83,km/kg,796.0,CC,38.4,bhp,Maruti,Alto
2758,Hyundai i10,Mumbai,2010.0,55000.0,Petrol,Manual,Second,Black/Silver,5.0,4.0,1.59,19.81,kmpl,1086.0,CC,68.05,bhp,Hyundai,i10
2759,Tata Indigo,Jaipur,2008.0,300000.0,Diesel,Manual,First,White,5.0,4.0,1.0,17.0,kmpl,1405.0,CC,70.0,bhp,Tata,Indigo
2760,Volkswagen Vento,Mumbai,2011.0,83000.0,Diesel,Manual,Second,Others,5.0,4.0,2.9,20.54,kmpl,1598.0,CC,103.6,bhp,Volkswagen,Vento
2761,Maruti Swift,Delhi,2015.0,37857.0,Diesel,Manual,First,Others,5.0,4.0,4.85,26.59,kmpl,1248.0,CC,74.0,bhp,Maruti,Swift
2762,Mahindra Scorpio,Bangalore,2005.0,90000.0,Diesel,Manual,First,Black/Silver,8.0,5.0,2.6,10.5,kmpl,2179.0,CC,120.0,bhp,Mahindra,Scorpio
2763,Mercedes-Benz CLA,Kochi,2019.0,13414.0,Diesel,Automatic,First,White,5.0,4.0,30.77,17.9,kmpl,2143.0,CC,136.0,bhp,Mercedes-Benz,CLA
2764,Maruti Dzire,Jaipur,2017.0,24000.0,Diesel,Manual,First,Black/Silver,5.0,4.0,8.2,28.4,kmpl,1248.0,CC,73.75,bhp,Maruti,Dzire
2765,Toyota Corolla,Delhi,2008.0,89000.0,Petrol,Automatic,First,White,5.0,4.0,4.0,14.53,kmpl,1798.0,CC,138.1,bhp,Toyota,Corolla
2766,Maruti Dzire,Hyderabad,2017.0,13000.0,Petrol,Automatic,First,White,5.0,4.0,8.5,22.0,kmpl,1197.0,CC,81.8,bhp,Maruti,Dzire
2767,Volkswagen Polo,Pune,2011.0,36431.0,Petrol,Manual,First,White,5.0,4.0,2.7,16.2,kmpl,1199.0,CC,74.0,bhp,Volkswagen,Polo
2768,Maruti Ertiga,Pune,2013.0,43486.0,Diesel,Manual,First,Others,7.0,5.0,6.6,20.77,kmpl,1248.0,CC,88.76,bhp,Maruti,Ertiga
2769,Hyundai Grand,Chennai,2014.0,33000.0,Diesel,Manual,Second,White,5.0,4.0,4.05,24.0,kmpl,1120.0,CC,70.0,bhp,Hyundai,Grand
2770,Honda BR-V,Bangalore,2016.0,34004.0,Petrol,Manual,First,Others,7.0,5.0,8.02,15.4,kmpl,1497.0,CC,117.3,bhp,Honda,BR-V
2771,Hyundai i20,Chennai,2009.0,72000.0,Petrol,Automatic,Third,White,5.0,4.0,3.25,15.0,kmpl,1396.0,CC,100.0,bhp,Hyundai,i20
2772,BMW 5,Coimbatore,2016.0,76467.0,Diesel,Automatic,First,Others,5.0,4.0,30.45,18.12,kmpl,1995.0,CC,190.0,bhp,BMW,5
2773,Hyundai Verna,Hyderabad,2012.0,93000.0,Diesel,Manual,First,White,5.0,4.0,5.55,23.5,kmpl,1396.0,CC,88.7,bhp,Hyundai,Verna
2774,Honda Brio,Mumbai,2013.0,41000.0,Petrol,Manual,First,White,5.0,4.0,3.1,19.4,kmpl,1198.0,CC,86.8,bhp,Honda,Brio
2775,Maruti Vitara,Coimbatore,2018.0,28741.0,Diesel,Manual,First,Others,5.0,4.0,11.0,24.3,kmpl,1248.0,CC,88.5,bhp,Maruti,Vitara
2776,Hyundai Xcent,Hyderabad,2016.0,106092.0,Diesel,Manual,First,Black/Silver,5.0,4.0,4.4,24.4,kmpl,1120.0,CC,71.0,bhp,Hyundai,Xcent
2777,Renault Duster,Delhi,2013.0,66314.0,Diesel,Manual,First,White,5.0,4.0,5.5,19.87,kmpl,1461.0,CC,83.8,bhp,Renault,Duster
2778,Mahindra XUV500,Bangalore,2014.0,65213.0,Diesel,Manual,First,Black/Silver,7.0,5.0,9.45,16.0,kmpl,2179.0,CC,140.0,bhp,Mahindra,XUV500
2779,Hyundai Creta,Mumbai,2016.0,28000.0,Petrol,Automatic,First,Black/Silver,5.0,4.0,11.85,13.0,kmpl,1591.0,CC,121.3,bhp,Hyundai,Creta
2780,Maruti Alto,Jaipur,2010.0,125000.0,Petrol,Manual,First,Others,5.0,4.0,0.92,19.7,kmpl,796.0,CC,46.3,bhp,Maruti,Alto
2781,Hyundai Verna,Pune,2014.0,34200.0,Petrol,Automatic,First,Others,5.0,4.0,6.5,15.74,kmpl,1591.0,CC,121.3,bhp,Hyundai,Verna
2782,Toyota Etios,Chennai,2015.0,53713.0,Petrol,Manual,First,Others,5.0,4.0,4.2,17.71,kmpl,1197.0,CC,78.9,bhp,Toyota,Etios
2783,Tata Safari,Delhi,2014.0,80000.0,Diesel,Manual,First,Others,7.0,5.0,6.0,14.0,kmpl,2179.0,CC,138.1,bhp,Tata,Safari
2784,Toyota Corolla,Mumbai,2012.0,54000.0,Petrol,Automatic,First,Black/Silver,5.0,4.0,7.5,14.53,kmpl,1794.0,CC,138.1,bhp,Toyota,Corolla
2785,Nissan Sunny,Chennai,2012.0,70000.0,Diesel,Manual,Second,Black/Silver,5.0,4.0,4.0,22.71,kmpl,1461.0,CC,84.8,bhp,Nissan,Sunny
2786,Honda Amaze,Kochi,2015.0,62550.0,Diesel,Manual,First,Black/Silver,5.0,4.0,5.6,25.8,kmpl,1498.0,CC,98.6,bhp,Honda,Amaze
2787,Maruti Wagon,Delhi,2012.0,45631.0,Petrol,Manual,Second,White,5.0,4.0,2.74,22.5,kmpl,998.0,CC,67.04,bhp,Maruti,Wagon
2788,Mercedes-Benz GLA,Hyderabad,2014.0,30000.0,Diesel,Automatic,First,White,5.0,4.0,26.0,17.9,kmpl,2143.0,CC,136.0,bhp,Mercedes-Benz,GLA
2789,Honda BRV,Pune,2016.0,9200.0,Petrol,Manual,First,White,7.0,5.0,8.0,15.4,kmpl,1497.0,CC,117.3,bhp,Honda,BRV
2790,Hyundai i20,Delhi,2013.0,64500.0,Diesel,Manual,First,White,5.0,4.0,3.65,21.9,kmpl,1396.0,CC,88.8,bhp,Hyundai,i20
2791,Maruti Swift,Pune,2015.0,13769.0,Petrol,Manual,Second,Others,5.0,4.0,4.41,16.1,kmpl,1197.0,CC,85.0,bhp,Maruti,Swift
2792,Toyota Fortuner,Jaipur,2014.0,122000.0,Diesel,Manual,Second,Black/Silver,7.0,5.0,16.0,12.55,kmpl,2982.0,CC,168.5,bhp,Toyota,Fortuner
2793,Hyundai Verna,Hyderabad,2011.0,70000.0,Diesel,Manual,First,Others,5.0,4.0,5.1,16.8,kmpl,1493.0,CC,110.0,bhp,Hyundai,Verna
2794,Maruti Wagon,Hyderabad,2014.0,55277.0,Petrol,Manual,First,Others,5.0,4.0,3.9,20.51,kmpl,998.0,CC,67.04,bhp,Maruti,Wagon
2795,Hyundai i20,Chennai,2010.0,95000.0,Petrol,Manual,Second,Black/Silver,5.0,4.0,2.8,18.5,kmpl,1197.0,CC,80.0,bhp,Hyundai,i20
2796,Toyota Fortuner,Chennai,2012.0,97000.0,Diesel,Automatic,First,White,7.0,5.0,16.75,11.5,kmpl,2982.0,CC,169.0,bhp,Toyota,Fortuner
2797,Maruti Ertiga,Pune,2012.0,105000.0,Diesel,Manual,Second,White,7.0,5.0,5.9,20.77,kmpl,1248.0,CC,88.76,bhp,Maruti,Ertiga
2798,Mercedes-Benz E-Class,Hyderabad,2009.0,85000.0,Diesel,Automatic,First,Others,5.0,4.0,9.99,11.0,kmpl,2987.0,CC,198.5,bhp,Mercedes-Benz,E-Class
2799,Skoda Superb,Delhi,2013.0,80000.0,Petrol,Automatic,Second,Others,5.0,4.0,7.25,14.67,kmpl,1798.0,CC,177.46,bhp,Skoda,Superb
2800,Maruti Ertiga,Bangalore,2015.0,74000.0,Diesel,Manual,First,White,7.0,5.0,8.75,20.77,kmpl,1248.0,CC,88.8,bhp,Maruti,Ertiga
2801,Skoda Superb,Delhi,2014.0,51000.0,Diesel,Automatic,First,Others,5.0,4.0,13.0,17.2,kmpl,1968.0,CC,138.03,bhp,Skoda,Superb
2802,BMW 5,Ahmedabad,2013.0,55000.0,Diesel,Automatic,First,Others,5.0,4.0,21.75,22.48,kmpl,1995.0,CC,190.0,bhp,BMW,5
2803,Maruti Swift,Kolkata,2014.0,35010.0,Diesel,Manual,First,White,5.0,4.0,3.5,22.9,kmpl,1248.0,CC,74.0,bhp,Maruti,Swift
2804,Audi A3,Chennai,2014.0,79271.0,Diesel,Automatic,First,Others,5.0,4.0,16.5,20.38,kmpl,1968.0,CC,143.0,bhp,Audi,A3
2805,Maruti Swift,Hyderabad,2014.0,85512.0,Diesel,Manual,First,Black/Silver,5.0,4.0,5.8,22.9,kmpl,1248.0,CC,74.0,bhp,Maruti,Swift
2806,Maruti Ciaz,Kochi,2015.0,50979.0,Petrol,Automatic,First,Others,5.0,4.0,6.9,19.12,kmpl,1373.0,CC,91.1,bhp,Maruti,Ciaz
2807,Tata Nano,Coimbatore,2016.0,24941.0,Petrol,Automatic,First,White,4.0,4.0,3.19,21.9,kmpl,624.0,CC,37.48,bhp,Tata,Nano
2808,Honda Accord,Bangalore,2010.0,83000.0,Petrol,Automatic,Second,White,5.0,4.0,6.5,11.1,kmpl,2354.0,CC,142.0,bhp,Honda,Accord
2809,Maruti Alto,Pune,2014.0,32000.0,Petrol,Manual,Second,White,5.0,4.0,2.1,22.74,kmpl,796.0,CC,47.3,bhp,Maruti,Alto
2810,Mahindra Xylo,Hyderabad,2015.0,129750.0,Diesel,Manual,Second,Black/Silver,7.0,5.0,6.8,14.95,kmpl,2489.0,CC,93.7,bhp,Mahindra,Xylo
2811,Ford Figo,Jaipur,2010.0,66123.0,Diesel,Manual,Second,White,5.0,4.0,2.1,20.0,kmpl,1399.0,CC,68.0,bhp,Ford,Figo
2812,Hyundai Creta,Kochi,2017.0,17702.0,Petrol,Manual,First,Black/Silver,5.0,4.0,11.94,15.29,kmpl,1591.0,CC,121.3,bhp,Hyundai,Creta
2813,Hyundai i20,Jaipur,2011.0,82000.0,Petrol,Manual,Second,White,5.0,4.0,2.7,18.5,kmpl,1197.0,CC,80.0,bhp,Hyundai,i20
2814,Honda City,Pune,2012.0,69000.0,Petrol,Manual,First,Black/Silver,5.0,4.0,4.9,16.8,kmpl,1497.0,CC,116.3,bhp,Honda,City
2815,Hyundai EON,Kolkata,2015.0,20800.0,Petrol,Manual,Second,White,5.0,4.0,2.25,21.1,kmpl,814.0,CC,55.2,bhp,Hyundai,EON
2816,Maruti Celerio,Pune,2016.0,36789.0,Petrol,Automatic,First,White,5.0,4.0,4.25,23.1,kmpl,998.0,CC,67.04,bhp,Maruti,Celerio
2817,Maruti Vitara,Kolkata,2017.0,35000.0,Diesel,Manual,First,Others,5.0,4.0,6.5,24.3,kmpl,1248.0,CC,88.5,bhp,Maruti,Vitara
2818,Hyundai Creta,Chennai,2015.0,41000.0,Diesel,Manual,First,Black/Silver,5.0,4.0,11.9,19.67,kmpl,1582.0,CC,126.2,bhp,Hyundai,Creta
2819,Mercedes-Benz E-Class,Chennai,2007.0,75000.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,11.0,11.0,kmpl,2987.0,CC,198.5,bhp,Mercedes-Benz,E-Class
2820,Hyundai Getz,Pune,2005.0,86000.0,Petrol,Manual,Second,White,5.0,4.0,0.45,15.3,kmpl,1341.0,CC,83.0,bhp,Hyundai,Getz
2821,Hyundai Verna,Delhi,2012.0,62000.0,Diesel,Manual,First,White,5.0,4.0,4.6,22.32,kmpl,1582.0,CC,126.32,bhp,Hyundai,Verna
2822,Maruti Swift,Kolkata,2012.0,82000.0,Diesel,Manual,Second,Others,5.0,4.0,2.5,22.9,kmpl,1248.0,CC,74.0,bhp,Maruti,Swift
2823,Toyota Corolla,Kolkata,2008.0,80000.0,Petrol,Automatic,First,White,5.0,4.0,2.8,11.3,kmpl,1794.0,CC,125.0,bhp,Toyota,Corolla
2824,Hyundai Verna,Hyderabad,2008.0,96578.0,Diesel,Manual,First,White,5.0,4.0,2.5,22.0,kmpl,1582.0,CC,126.2,bhp,Hyundai,Verna
2825,Ford Figo,Hyderabad,2013.0,71336.0,Diesel,Manual,First,Others,5.0,4.0,4.1,20.0,kmpl,1399.0,CC,68.0,bhp,Ford,Figo
2826,Toyota Etios,Delhi,2013.0,64000.0,Diesel,Manual,First,White,5.0,4.0,3.1,23.59,kmpl,1364.0,CC,67.06,bhp,Toyota,Etios
2827,Hyundai Creta,Delhi,2016.0,42784.0,Diesel,Manual,First,White,5.0,4.0,10.17,21.38,kmpl,1396.0,CC,88.7,bhp,Hyundai,Creta
2828,Skoda Rapid,Chennai,2013.0,83000.0,Diesel,Manual,First,White,5.0,4.0,4.75,21.14,kmpl,1498.0,CC,103.52,bhp,Skoda,Rapid
2829,Maruti Alto,Coimbatore,2011.0,48624.0,Petrol,Manual,First,Others,5.0,4.0,3.22,24.07,kmpl,998.0,CC,67.1,bhp,Maruti,Alto
2830,Jaguar XE,Mumbai,2017.0,9000.0,Petrol,Automatic,First,Others,5.0,4.0,34.5,13.5,kmpl,1999.0,CC,246.74,bhp,Jaguar,XE
2831,BMW X3,Bangalore,2016.0,45165.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,41.75,16.09,kmpl,1995.0,CC,184.0,bhp,BMW,X3
2832,Maruti Ertiga,Ahmedabad,2012.0,25000.0,Petrol,Manual,First,White,7.0,5.0,5.35,16.02,kmpl,1373.0,CC,93.7,bhp,Maruti,Ertiga
2833,Maruti S,Hyderabad,2015.0,61313.0,Diesel,Manual,First,Others,5.0,4.0,7.99,23.65,kmpl,1248.0,CC,88.5,bhp,Maruti,S
2834,Hyundai EON,Hyderabad,2016.0,30000.0,Petrol,Manual,First,Others,5.0,4.0,3.25,21.1,kmpl,814.0,CC,55.2,bhp,Hyundai,EON
2835,Honda City,Mumbai,2015.0,27030.0,Petrol,Manual,First,White,5.0,4.0,6.75,17.8,kmpl,1497.0,CC,117.3,bhp,Honda,City
2836,Hyundai i10,Chennai,2010.0,77000.0,Petrol,Manual,Second,Others,5.0,4.0,2.1,20.36,kmpl,1197.0,CC,78.9,bhp,Hyundai,i10
2837,Audi A4,Delhi,2011.0,58000.0,Diesel,Automatic,First,White,5.0,4.0,11.0,16.55,kmpl,1968.0,CC,140.0,bhp,Audi,A4
2838,Honda Jazz,Mumbai,2015.0,12000.0,Petrol,Automatic,First,Others,5.0,4.0,6.0,19.0,kmpl,1199.0,CC,88.7,bhp,Honda,Jazz
2839,Toyota Fortuner,Mumbai,2010.0,41650.0,Diesel,Manual,Second,Others,7.0,5.0,10.99,11.5,kmpl,2982.0,CC,171.0,bhp,Toyota,Fortuner
2840,Hyundai i20,Bangalore,2012.0,58000.0,Petrol,Automatic,Second,Black/Silver,5.0,4.0,4.4,15.0,kmpl,1396.0,CC,98.6,bhp,Hyundai,i20
2841,Land Rover Discovery,Delhi,2016.0,77000.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,35.0,12.63,kmpl,2179.0,CC,147.5,bhp,Land rover, Discovery
2842,Mercedes-Benz CLA,Ahmedabad,2015.0,13500.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,25.51,17.9,kmpl,2143.0,CC,136.0,bhp,Mercedes-Benz,CLA
2843,Mahindra Scorpio,Hyderabad,2015.0,120000.0,Diesel,Manual,First,White,7.0,5.0,12.0,15.4,kmpl,2179.0,CC,120.0,bhp,Mahindra,Scorpio
2844,Ford Endeavour,Chennai,2019.0,9000.0,Diesel,Automatic,First,White,7.0,5.0,32.9,12.62,kmpl,2198.0,CC,158.0,bhp,Ford,Endeavour
2845,Hyundai Accent,Hyderabad,2008.0,62364.0,Petrol,Manual,First,White,5.0,4.0,2.3,13.2,kmpl,1495.0,CC,94.0,bhp,Hyundai,Accent
2846,Honda City,Pune,2009.0,60000.0,Petrol,Manual,Third,White,5.0,4.0,3.25,17.0,kmpl,1493.0,CC,98.59,bhp,Honda,City
2847,Hyundai i10,Delhi,2012.0,59000.0,Petrol,Manual,First,Others,5.0,4.0,2.85,20.36,kmpl,1197.0,CC,78.9,bhp,Hyundai,i10
2848,Maruti Wagon,Ahmedabad,2010.0,21002.0,Petrol,Manual,First,White,5.0,4.0,2.75,22.5,kmpl,998.0,CC,67.04,bhp,Maruti,Wagon
2849,Maruti Zen,Chennai,2004.0,29000.0,Petrol,Manual,First,Black/Silver,5.0,4.0,1.6,17.3,kmpl,993.0,CC,60.0,bhp,Maruti,Zen
2850,Honda Amaze,Mumbai,2014.0,21000.0,Petrol,Manual,First,Black/Silver,5.0,4.0,4.75,19.5,kmpl,1199.0,CC,86.76,bhp,Honda,Amaze
2851,Maruti Ritz,Pune,2010.0,71000.0,Diesel,Manual,First,Black/Silver,5.0,4.0,3.0,21.1,kmpl,1248.0,CC,73.9,bhp,Maruti,Ritz
2852,Volkswagen Jetta,Ahmedabad,2013.0,68008.0,Diesel,Manual,Second,Others,5.0,4.0,6.75,15.0,kmpl,1896.0,CC,105.0,bhp,Volkswagen,Jetta
2853,Chevrolet Sail,Kolkata,2014.0,14000.0,Petrol,Manual,First,Black/Silver,5.0,4.0,3.0,18.2,kmpl,1199.0,CC,82.5,bhp,Chevrolet,Sail
2854,Hyundai Elantra,Mumbai,2014.0,55619.0,Petrol,Manual,First,White,5.0,4.0,8.3,16.3,kmpl,1493.0,CC,98.59,bhp,Hyundai,Elantra
2855,Hyundai Xcent,Kolkata,2014.0,42000.0,Petrol,Manual,First,White,5.0,4.0,3.45,19.1,kmpl,1197.0,CC,81.86,bhp,Hyundai,Xcent
2856,Toyota Fortuner,Delhi,2014.0,89540.0,Diesel,Automatic,First,Black/Silver,7.0,5.0,16.8,12.55,kmpl,2982.0,CC,168.5,bhp,Toyota,Fortuner
2857,BMW 3,Kolkata,2013.0,21983.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,16.5,18.88,kmpl,1995.0,CC,184.0,bhp,BMW,3
2858,Maruti Swift,Bangalore,2008.0,100000.0,Diesel,Manual,Second,Black/Silver,5.0,4.0,3.0,17.8,kmpl,1248.0,CC,75.0,bhp,Maruti,Swift
2859,Maruti Swift,Kochi,2019.0,20667.0,Petrol,Manual,First,White,5.0,4.0,6.37,22.0,kmpl,1197.0,CC,81.8,bhp,Maruti,Swift
2860,Maruti Swift,Kochi,2017.0,31696.0,Petrol,Manual,First,Others,5.0,4.0,5.75,20.4,kmpl,1197.0,CC,81.8,bhp,Maruti,Swift
2861,Volkswagen Jetta,Hyderabad,2014.0,42939.0,Diesel,Automatic,First,Others,5.0,4.0,12.49,16.96,kmpl,1968.0,CC,138.03,bhp,Volkswagen,Jetta
2862,Maruti Swift,Hyderabad,2016.0,54631.0,Diesel,Manual,First,Black/Silver,5.0,4.0,6.25,25.2,kmpl,1248.0,CC,74.0,bhp,Maruti,Swift
2863,Toyota Etios,Mumbai,2011.0,74000.0,Diesel,Manual,First,Others,5.0,4.0,3.6,23.59,kmpl,1364.0,CC,98.59,bhp,Toyota,Etios
2864,Maruti Alto,Hyderabad,2017.0,25058.0,Petrol,Automatic,First,Others,5.0,4.0,3.95,24.07,kmpl,998.0,CC,67.1,bhp,Maruti,Alto
2865,Hyundai i20,Kochi,2016.0,61823.0,Petrol,Manual,First,Others,5.0,4.0,6.14,18.6,kmpl,1197.0,CC,81.83,bhp,Hyundai,i20
2866,Honda City,Coimbatore,2017.0,45366.0,Diesel,Manual,First,Black/Silver,5.0,4.0,10.88,25.1,kmpl,1498.0,CC,98.6,bhp,Honda,City
2867,Maruti Swift,Ahmedabad,2012.0,56121.0,Diesel,Manual,First,White,5.0,4.0,4.25,23.4,kmpl,1248.0,CC,74.0,bhp,Maruti,Swift
2868,Mahindra Ssangyong,Mumbai,2013.0,53000.0,Diesel,Automatic,Second,Others,7.0,5.0,12.5,11.18,kmpl,2696.0,CC,184.0,bhp,Mahindra,Ssangyong
2869,Tata Indigo,Delhi,2015.0,150000.0,Diesel,Manual,First,Black/Silver,5.0,4.0,2.5,25.0,kmpl,1396.0,CC,69.01,bhp,Tata,Indigo
2870,Maruti Swift,Hyderabad,2009.0,71346.0,Petrol,Manual,First,Others,5.0,4.0,3.8,17.5,kmpl,1298.0,CC,85.8,bhp,Maruti,Swift
2871,BMW 3,Mumbai,2008.0,66000.0,Diesel,Automatic,Second,Black/Silver,5.0,4.0,7.25,16.07,kmpl,1995.0,CC,181.0,bhp,BMW,3
2872,Maruti Wagon,Coimbatore,2015.0,43053.0,Petrol,Manual,First,Others,5.0,4.0,4.65,18.9,kmpl,998.0,CC,67.1,bhp,Maruti,Wagon
2873,Mahindra TUV,Pune,2016.0,67000.0,Diesel,Manual,First,White,7.0,5.0,6.3,18.49,kmpl,1493.0,CC,100.0,bhp,Mahindra,TUV
2874,Mahindra Bolero,Chennai,2011.0,99000.0,Diesel,Manual,Second,White,7.0,5.0,4.5,13.6,kmpl,2523.0,CC,63.0,bhp,Mahindra,Bolero
2875,Maruti Vitara,Kochi,2018.0,51921.0,Diesel,Manual,First,White,5.0,4.0,8.62,24.3,kmpl,1248.0,CC,88.5,bhp,Maruti,Vitara
2876,Maruti Ertiga,Hyderabad,2016.0,42000.0,Diesel,Manual,First,White,7.0,5.0,9.9,25.47,kmpl,1248.0,CC,88.5,bhp,Maruti,Ertiga
2877,Mahindra KUV,Kochi,2017.0,60357.0,Diesel,Manual,First,Black/Silver,6.0,4.0,4.49,25.32,kmpl,1198.0,CC,77.0,bhp,Mahindra,KUV
2878,Volkswagen Polo,Kolkata,2011.0,55476.0,Diesel,Manual,First,Black/Silver,5.0,4.0,2.49,22.07,kmpl,1199.0,CC,73.9,bhp,Volkswagen,Polo
2879,Hyundai Getz,Jaipur,2009.0,97359.0,Diesel,Manual,Second,White,5.0,4.0,1.8,17.1,kmpl,1493.0,CC,110.0,bhp,Hyundai,Getz
2880,Maruti Grand,Mumbai,2017.0,25000.0,Petrol,Manual,First,Others,5.0,4.0,9.0,10.4,kmpl,2393.0,CC,163.5,bhp,Maruti,Grand
2881,Maruti SX4,Delhi,2014.0,90000.0,Diesel,Manual,First,Black/Silver,5.0,4.0,4.5,21.5,kmpl,1248.0,CC,88.8,bhp,Maruti,SX4
2882,Hyundai Verna,Jaipur,2014.0,97000.0,Diesel,Automatic,First,Others,5.0,4.0,8.0,22.32,kmpl,1582.0,CC,126.32,bhp,Hyundai,Verna
2883,Honda City,Hyderabad,2008.0,56000.0,Petrol,Automatic,First,Others,5.0,4.0,2.99,16.4,kmpl,1497.0,CC,78.0,bhp,Honda,City
2884,Volkswagen Vento,Kochi,2013.0,47910.0,Diesel,Manual,First,Others,5.0,4.0,4.89,20.54,kmpl,1598.0,CC,103.6,bhp,Volkswagen,Vento
2885,Honda CR-V,Hyderabad,2010.0,67758.0,Petrol,Manual,First,White,5.0,4.0,9.5,10.8,kmpl,2354.0,CC,98.59,bhp,Honda,CR-V
2886,Maruti Swift,Jaipur,2010.0,130000.0,Diesel,Manual,Second,Black/Silver,5.0,4.0,4.0,19.3,kmpl,1248.0,CC,73.9,bhp,Maruti,Swift
2887,Honda Brio,Mumbai,2014.0,36631.0,Petrol,Automatic,First,White,5.0,4.0,4.3,16.5,kmpl,1198.0,CC,86.8,bhp,Honda,Brio
2888,BMW Z4,Delhi,2011.0,25000.0,Petrol,Automatic,First,Black/Silver,2.0,2.0,30.0,10.37,kmpl,2979.0,CC,306.0,bhp,BMW,Z4
2889,Maruti Swift,Mumbai,2012.0,15000.0,Petrol,Manual,First,White,5.0,4.0,3.65,18.6,kmpl,1197.0,CC,85.8,bhp,Maruti,Swift
2890,Hyundai i20,Mumbai,2012.0,50000.0,Petrol,Manual,First,Black/Silver,5.0,4.0,3.7,18.5,kmpl,1197.0,CC,82.85,bhp,Hyundai,i20
2891,Toyota Fortuner,Chennai,2015.0,99000.0,Diesel,Manual,First,Black/Silver,7.0,5.0,20.5,13.0,kmpl,2982.0,CC,168.5,bhp,Toyota,Fortuner
2892,Maruti Wagon,Kolkata,2016.0,16956.0,Petrol,Manual,First,White,5.0,4.0,3.6,22.5,kmpl,998.0,CC,67.04,bhp,Maruti,Wagon
2893,Toyota Fortuner,Delhi,2013.0,123000.0,Diesel,Automatic,First,White,7.0,5.0,16.5,12.55,kmpl,2982.0,CC,168.5,bhp,Toyota,Fortuner
2894,Maruti Swift,Jaipur,2011.0,110000.0,Diesel,Manual,First,Others,5.0,4.0,3.5,19.3,kmpl,1248.0,CC,73.9,bhp,Maruti,Swift
2895,Ford Ecosport,Jaipur,2013.0,92250.0,Diesel,Manual,Second,White,5.0,4.0,5.75,22.7,kmpl,1498.0,CC,89.84,bhp,Ford,Ecosport
2896,Hyundai Santa,Coimbatore,2016.0,45794.0,Diesel,Automatic,First,Black/Silver,7.0,5.0,20.67,13.01,kmpl,2199.0,CC,194.3,bhp,Hyundai,Santa
2897,Maruti Ertiga,Hyderabad,2013.0,120000.0,Diesel,Manual,First,Others,7.0,5.0,7.0,20.77,kmpl,1248.0,CC,88.8,bhp,Maruti,Ertiga
2898,Maruti Alto,Pune,2015.0,73204.0,Petrol,Automatic,First,Others,5.0,4.0,3.3,24.07,kmpl,998.0,CC,67.1,bhp,Maruti,Alto
2899,Maruti Swift,Hyderabad,2012.0,80799.0,Diesel,Manual,First,White,5.0,4.0,4.9,22.9,kmpl,1248.0,CC,74.0,bhp,Maruti,Swift
2900,Maruti Omni,Hyderabad,2017.0,24571.0,Petrol,Manual,First,Others,5.0,4.0,2.9,14.0,kmpl,796.0,CC,35.0,bhp,Maruti,Omni
2901,Hyundai Verna,Delhi,2015.0,57000.0,Diesel,Manual,First,Black/Silver,5.0,4.0,6.6,23.9,kmpl,1582.0,CC,126.2,bhp,Hyundai,Verna
2902,BMW 5,Delhi,2013.0,76000.0,Diesel,Automatic,First,White,5.0,4.0,19.0,18.48,kmpl,1995.0,CC,177.0,bhp,BMW,5
2903,Chevrolet Beat,Delhi,2011.0,76155.0,Petrol,Manual,First,Black/Silver,5.0,4.0,1.95,18.6,kmpl,1199.0,CC,79.4,bhp,Chevrolet,Beat
2904,Maruti Wagon,Delhi,2012.0,68347.0,Petrol,Manual,First,Black/Silver,5.0,4.0,2.6,18.9,kmpl,998.0,CC,67.1,bhp,Maruti,Wagon
2905,Hyundai Verna,Pune,2011.0,49768.0,Petrol,Manual,Second,Others,5.0,4.0,4.95,17.01,kmpl,1591.0,CC,121.3,bhp,Hyundai,Verna
2906,Tata Safari,Jaipur,2017.0,28000.0,Diesel,Manual,First,Others,7.0,5.0,10.91,14.0,kmpl,2179.0,CC,138.1,bhp,Tata,Safari
2907,Tata Tiago,Coimbatore,2019.0,16698.0,Petrol,Manual,First,Others,5.0,4.0,5.85,23.84,kmpl,1199.0,CC,84.0,bhp,Tata,Tiago
2908,Mahindra XUV500,Coimbatore,2015.0,36836.0,Diesel,Manual,First,White,7.0,5.0,12.49,15.1,kmpl,2179.0,CC,140.0,bhp,Mahindra,XUV500
2909,Land Rover Discovery,Pune,2012.0,117236.0,Diesel,Automatic,Second,White,7.0,5.0,14.0,11.8,kmpl,2720.0,CC,190.0,bhp,Land rover, Discovery
2910,Hyundai i20,Bangalore,2014.0,29000.0,Diesel,Manual,First,Others,5.0,4.0,8.35,22.54,kmpl,1396.0,CC,88.73,bhp,Hyundai,i20
2911,Honda City,Mumbai,2015.0,73070.0,Petrol,Manual,First,White,5.0,4.0,5.9,17.4,kmpl,1497.0,CC,117.3,bhp,Honda,City
2912,Renault Duster,Hyderabad,2013.0,60000.0,Diesel,Manual,First,White,5.0,4.0,7.5,19.64,kmpl,1461.0,CC,108.45,bhp,Renault,Duster
